"Nombre corto","Nombre","Año","Categoría","DOCENTE VIRTUAL","DOCENTE PRACTICO","Teórico Virtual (inicio)","Teórico Virtual (fin)","Instancia Presencial (inicio)","Presencial (fin)","Programado ","Mes","CET","ESTADO","Coordinador TRA","Observaciones","UTE Ó UTU","Relizado","Inscriptos","Modificado","Modificado por"
"TECESM1_UTU","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""E. VARELA""]",,,"16/07/2025","17/07/2025","Verdadero","Julio 2025","[""Paso de los Toros""]","CURSO REALIZADO",,"G2 PDLT","UTU","False",,"21/07/2025 5:10","Gomez Pena, Laura Florencia"
"61850M1","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO 1​ ","2025","Proyecto TRA",,"[""R.NORMEY""]",,,"24/06/2025","25/06/2025","Verdadero","Junio 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACION","UTE","False",,"04/11/2025 3:59","Camarri Cabrera, Angela Abigail"
"CSEPTRA_UTU","Componentes y conf. del SEP de TRA","2025","Proyecto TRA","[""R. RODRIGUEZ""]",,"23/10/2025","24/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO",,"G1 PDLT","UTU","False",,"27/10/2025 7:40","Gomez Pena, Laura Florencia"
"TEALTM7_UTU","Tarea en altura - Equipos de Potencia","2025","Proyecto TRA",,"[""E. VARELA""]",,,"29/10/2025","29/10/2025","Verdadero","Octubre 2025","[""Paso de los Toros""]","CURSO REALIZADO",,"G1 PDLT","UTU","False",,"30/10/2025 3:00","Gomez Pena, Laura Florencia"
"TECESMB_UTU","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"30/10/2025","31/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO",,"G1 PDLT","UTU","False",,"31/10/2025 7:24","Gomez Pena, Laura Florencia"
"TECESM1_UTU","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""M. ROMERO""]",,,"05/11/2025","06/11/2025","Verdadero","Noviembre 2025","[""Paso de los Toros""]","CURSO REALIZADO",,"G1 PDLT","UTU","False",,"07/11/2025 4:36","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA","[""A. GATTO"",""R. RODRIGUEZ""]",,"07/11/2025","13/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO",,"G1 PDLT 7, 12 Y 13","UTU","False",,"18/11/2025 2:28","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA",,"[""A. GATTO""]",,,"14/11/2025","14/11/2025","Verdadero","Noviembre 2025","[""Bonete""]","CURSO REALIZADO",,"G1 BONETE","UTU","False",,"18/11/2025 2:28","Gomez Pena, Laura Florencia"
"TEALTM5_UTU","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""R.FIGUEIRA""]","[""R.FIGUEIRA""]","19/11/2025","19/11/2025","20/11/2025","21/11/2025","Verdadero","Noviembre 2025","[""Virtual"",""Paso de los Toros""]","CURSO REALIZADO",,"G1 PDLT","UTU","False",,"25/11/2025 2:20","Gomez Pena, Laura Florencia"
"61850MB","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO BASE","2025","Proyecto TRA","[""R. NORMEY""]",,"14/07/2025","17/07/2025",,,"Verdadero","Julio 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"01/09/2025 5:13","Camarri Cabrera, Angela Abigail"
"61850MB","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO BASE","2025","Proyecto TRA","[""R. NORMEY""]",,"15/09/2025","18/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"23/09/2025 4:23","Camarri Cabrera, Angela Abigail"
"61850M1","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO 1​ ","2025","Proyecto TRA",,"[""R. NORMEY""]",,,"07/10/2025","08/10/2025","Verdadero","Octubre 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:43","Gomez Pena, Laura Florencia"
"61850M1","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO 1​ ","2025","Proyecto TRA",,"[""R. NORMEY""]",,,"21/10/2025","22/10/2025","Verdadero","Octubre 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:43","Gomez Pena, Laura Florencia"
"TPYRRMB","Transformadores y reactores -Módulo Base","2025","Proyecto TRA","[""G. CHARBONNIER"",""PONCE DE LEON""]",,"28/08/2025","29/08/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"01/09/2025 5:15","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""P.FERRARI""]",,"17/07/2025","17/07/2025",,,"Verdadero","Julio 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE 9 A 13HS -VALIDACIÓN
","UTE","Verdadero",,"30/07/2025 7:42","Patrone, Federico"
"TECESM3","TECES - Módulo Comunicación Operativa","2025","Proyecto TRA","[""R. RODRIGUEZ"",""A. MUSETTI""]",,"15/09/2025","15/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"DINMSB6","DISYUNTORES NG Y MNG SB6","2025","Proyecto TRA","[""A. PIETRAFESA"",""A. GATTO""]",,"08/09/2025","08/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"TECESMB","TECES - Módulo Base","2025","Proyecto TRA","[""TECNICO SYSO"",""M. ROMERO""]",,"21/07/2025","22/07/2025",,,"Verdadero","Julio 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"04/11/2025 4:00","Camarri Cabrera, Angela Abigail"
"PLATAFO","Plataforma Telescópica Autopropulsada","2025","Externo",,,,,"02/06/2025","03/06/2025","Verdadero","Junio 2024","[""Melilla""]","CURSO REALIZADO","[""L.Nogueira""]",,"UTE","Verdadero",,"16/06/2025 12:39","Nogueira Yañez, Libertad"
"PLATAFO","Plataforma Telescópica Autopropulsada","2025","Externo",,,,,"24/06/2025","26/06/2025","Verdadero","Junio 2024","[""Bonete""]","CURSO PLANIFICADO","[""L.Nogueira""]",,"UTE","False",,"16/06/2025 12:45","Nogueira Yañez, Libertad"
"TEALTM5_CMEC","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""J.CLAVIJO"",""TECNICO SYSO""]","[""J.CLAVIJO"",""A.COSENTINO""]","13/08/2025","13/08/2025","14/08/2025","15/08/2025","Verdadero","Agosto 2025","[""Virtual"",""Paso de los Toros""]","CURSO REALIZADO",,,"CEMEC","False",,"19/08/2025 5:48","Gomez Pena, Laura Florencia"
"DINMSB6","DISYUNTORES NG Y MNG SB6","2025","Proyecto TRA","[""A. PIETRAFESA"",""A. GATTO""]",,"07/10/2025","07/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri"",""L. Gómez""]",,"UTE","False",,"28/10/2025 6:44","Gomez Pena, Laura Florencia"
"TEALTMB","Tarea en altura Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"24/06/2025","26/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","Días 24 y 26, es la reprogramación del suspendido ","UTE","False",,"09/07/2025 5:19","Camarri Cabrera, Angela Abigail"
"TECESMB_GEN","TECES - Módulo Base","2025","Proyecto TRA","[""A. GATTO"",""TECNICO SYSO""]",,"22/07/2025","24/07/2025",,,"Verdadero","Julio 2025","[""Virtual""]","CURSO REALIZADO",,,"GEN","False",,"02/09/2025 4:17","Gomez Pena, Laura Florencia"
"ENSCIB5","EQUIPO DE ENSAYO DE MEDIDAS DE TIEMPOS Y RESISTENCIA DE INTERRUPTORES CIBANO 500","2025","Externo",,"[""EXTERNO""]",,,"29/07/2025","31/07/2025","Verdadero","Julio 2024","[""Melilla""]","CURSO PLANIFICADO","[""L.Nogueira""]","por LICITACIÓN","UTE","False",,"21/07/2025 6:30","Nogueira Yañez, Libertad"
"TEALTMB_CEMEC","Tarea en altura Módulo Base","2025","Proyecto TRA",,"[""A. GATTO"",""TECNICO SYSO""]",,,"11/08/2025","12/08/2025","Verdadero","Agosto 2025","[""Paso de los Toros""]","CURSO REALIZADO",,,"CEMEC","False",,"14/08/2025 4:39","Gomez Pena, Laura Florencia"
"TEALTM5_DIS","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""M. MENDIZABAL"",""M.PRESTES "",""TECNICO SYSO""]","[""M. MENDIZABAL"",""M.PRESTES""]","24/09/2025","24/09/2025","25/09/2025","26/09/2025","Verdadero","Setiembre 2025","[""Melilla"",""Virtual""]","CURSO REALIZADO",,,"DIS","False",,"20/10/2025 5:50","Patrone, Federico"
"TECESM1_GEN","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""M. ROMERO"",""A. MUSETTI""]",,,"07/08/2025","08/08/2025","Verdadero","Agosto 2025","[""Melilla""]","CURSO REALIZADO",,,"GEN","False",,"14/08/2025 4:19","Gomez Pena, Laura Florencia"
"TECESM1_GEN","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""A. GATTO"",""A. MUSETTI""]",,,"14/08/2025","15/08/2025","Verdadero","Agosto 2025","[""Melilla""]","CURSO REALIZADO",,,"GEN","False",,"14/08/2025 4:20","Gomez Pena, Laura Florencia"
"PYUTEMB_TIC","Python para UTE: Análisis y Visualización de Datos ","2025","Proyecto TRA","[""A.BEVC""]",,"08/08/2025","24/10/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","CURSO REALIZADO",,,"TIC","False",,"20/10/2025 5:49","Patrone, Federico"
"TERMOM1_DIS","Termografia Módulo 1","2025","Proyecto TRA","[""R. RODRIGUEZ""]","[""D. LUBENKO""]","09/09/2025","10/09/2025","11/09/2025","12/09/2025","Verdadero","Setiembre 2025","[""Virtual"",""Leguizamón""]","SUSPENDIDO",,,"DIS","False",,"08/09/2025 9:23","Gomez Pena, Laura Florencia"
"TECESMB_GEN","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"12/08/2025","13/08/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","SUSPENDIDO",,"fue pedido en Marzo por Sheila y nunca llego cita a instructor,
","GEN","False",,"13/08/2025 4:43","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""J. FERREIRA""]",,"14/10/2025","14/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:44","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""A. GATTO""]",,"21/10/2025","21/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:44","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""A. GATTO""]",,"23/10/2025","23/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:44","Gomez Pena, Laura Florencia"
"IPTRAMB_a","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"04/11/2025","04/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"17/11/2025 10:56","Nogueira Yañez, Libertad"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""A. GATTO""]",,"06/11/2025","06/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"07/11/2025 4:12","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""MARCELO DIAZ (CRO)""]",,"15/09/2025","15/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRO ","UTE","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""MARCELO DIAZ (CRO)""]",,"17/09/2025","17/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRO","UTE","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""MARCELO DIAZ (CRO)""]",,"22/09/2025","22/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRO ","UTE","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"DISF6MB","Gas SF6 - Módulo Base","2025","Proyecto TRA","[""A. PIETRAFESA"",""G. GEICHER""]",,"30/09/2025","30/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACIÓN","UTE","False",,"28/10/2025 6:44","Gomez Pena, Laura Florencia"
"EDMYCAT","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA","[""A. GATTO"",""J.BARATTINI""]","[""A. GATTO"",""J.BARATTINI""]","17/11/2025","19/11/2025","21/11/2025","21/11/2025","Verdadero","Noviembre 2025","[""Melilla""]","SUSPENDIDO","[""A. Camarri""]",,"UTE","False",,"04/09/2025 5:59","Patrone, Federico"
"INSISEP_CEMEC","Intro. al sistema eléctrico","2025","Proyecto TRA",,"[""A. GATTO"",""V. ORFILA""]",,,"02/09/2025","03/09/2025","Verdadero","Setiembre 2025","[""Paso de los Toros""]","CURSO REALIZADO",,,"CEMEC","False",,"23/09/2025 4:24","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""D.SEGUROLA""]",,"16/09/2025","16/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRS","UTE","False",,"23/09/2025 4:25","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""D.SEGUROLA""]",,"18/09/2025","18/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRS ","UTE","False",,"23/09/2025 4:25","Camarri Cabrera, Angela Abigail"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA",,"[""J.BARATTINI"",""A. GATTO""]",,,"04/11/2025","04/11/2025","Verdadero","Noviembre 2025","[""Melilla""]","CURSO REALIZADO",,,"UTU","False",,"07/11/2025 4:37","Gomez Pena, Laura Florencia"
"SSAA1AC","Servicios Auxiliares AC - Módulo 1","2025","Proyecto TRA","[""A. GATTO"",""V. ORFILA""]","[""A. GATTO"",""V. ORFILA""]","22/09/2025","23/09/2025","25/09/2025","25/09/2025","Verdadero","Setiembre 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO","[""A. Camarri""]","CRM","UTE","False",,"04/11/2025 4:00","Camarri Cabrera, Angela Abigail"
"TEALTM5_UTU","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""E. MALZONI"",""COSTA WALTER""]","[""E.MALZONI"",""COSTA WALTER""]","10/11/2025","10/11/2025","11/11/2025","12/11/2025","Verdadero","Noviembre 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO",,,"UTU","False",,"18/11/2025 2:29","Gomez Pena, Laura Florencia"
"TEALTM1_DIS",,"2025","Proyecto TRA",,"[""M. ROMERO""]",,,"29/09/2025","30/09/2025","Verdadero","Setiembre 2025","[""Leguizamón""]","CURSO REALIZADO",,,"DIS","False",,"28/10/2025 6:45","Gomez Pena, Laura Florencia"
"DISF6M1","Gas SF6, manipulación, seguridad y precauciones – Módulo 1","2025","Proyecto TRA",,"[""A.PIETRAFESA"",""G.GEICHER""]",,,"22/10/2025","22/10/2025","Verdadero","Octubre 2025","[""Melilla""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACIÓN
Práctico en anexo del taller de interruptores","UTE","False",,"04/11/2025 4:00","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"16/10/2025","16/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:45","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""N. Cabrera""]",,"10/11/2025","10/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","De CRC ","UTE","False",,"10/11/2025 9:45","Gomez Pena, Laura Florencia"
"TECESMB","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"09/10/2025","10/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:45","Gomez Pena, Laura Florencia"
"TECESM1","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""A. MUSETTI"",""A. GATTO""]",,,"16/10/2025","17/10/2025","Verdadero","Octubre 2025","[""Melilla""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:46","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"11/11/2025","11/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"11/11/2025 9:45","Gomez Pena, Laura Florencia"
"LINEMM2",,"2025","Proyecto TRA",,"[""R.ABARACON"",""M.MESONES""]",,,"28/10/2025","30/10/2025","Verdadero","Octubre 2025","[""Bonete""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACION
","UTE","False",,"04/11/2025 2:21","Gomez Pena, Laura Florencia"
"TECESMB_GEN","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"13/11/2025","14/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO",,,"GEN","False",,"18/11/2025 2:29","Gomez Pena, Laura Florencia"
"TERMOM2","Termografia modulo 2","2025","Proyecto TRA","[""R. RODRIGUEZ"",""A.MONTICHELLI""]","[""R. RODRIGUEZ"",""A.MONTICHELLI""]","24/11/2025","24/11/2025","27/11/2025","27/11/2025","Verdadero","Noviembre 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACIÓN","UTE","False",,"02/12/2025 2:17","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""I. GONZALEZ""]",,"03/11/2025","03/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","SUSPENDIDO","[""A. Camarri""]","DE CRE ","UTE","False",,"28/10/2025 10:55","Camarri Cabrera, Angela Abigail"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""D. SEGUROLA""]",,"28/10/2025","28/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRS ","UTE","False",,"31/10/2025 7:27","Gomez Pena, Laura Florencia"
"IPTRAMB_b","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""D. SEGUROLA""]",,"04/11/2025","04/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRS","UTE","False",,"17/11/2025 10:55","Nogueira Yañez, Libertad"
"TEALTMB","Tarea en altura Módulo Base","2025","Proyecto TRA","[""A. GATTO"",""TECNICO SYSO""]",,"17/11/2025","18/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"25/11/2025 2:20","Gomez Pena, Laura Florencia"
"TEALTM7","Tarea en altura - Equipos de Potencia","2025","Proyecto TRA",,"[""M. MENDIZABAL"",""M. ROMERO""]",,,"20/11/2025","20/11/2025","Verdadero","Noviembre 2025","[""Melilla""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"25/11/2025 2:20","Gomez Pena, Laura Florencia"
"TEALTM6","Tarea en altura - Módulo Barquilla","2025","Proyecto TRA",,"[""M.BITANCOURT"",""G.ILLADA""]",,,"26/11/2025","26/11/2025","Verdadero","Noviembre 2025","[""Punta del Tigre""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"02/12/2025 2:17","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"03/12/2025","03/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE ODT","UTE","False",,"04/12/2025 2:54","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"04/12/2025","04/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE ODT","UTE","False",,"08/12/2025 5:34","Gomez Pena, Laura Florencia"
"IPTRAMB_a","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""M. ROMERO""]",,"05/12/2025","05/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE ODT","UTE","False",,"08/12/2025 5:34","Gomez Pena, Laura Florencia"
"IPTRAMB_b","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""J. FERREIRA""]",,"05/12/2025","05/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRO","UTE","False",,"08/12/2025 5:34","Gomez Pena, Laura Florencia"
"IPTRAMB","Intervención en Paneles TRA Módulo Base","2025","Proyecto TRA","[""J. FERREIRA""]",,"01/12/2025","01/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","DE CRO","UTE","False",,"02/12/2025 2:18","Gomez Pena, Laura Florencia"
"TPYRRME","TRANSFORMADORES y REACTORES DE POTENCIA  - Módulo ensayos","2025","Proyecto TRA","[""I. PONCE"",""S. ROSAS"",""V.AIRALA"",""R. TORRES""]",,"05/12/2025","16/12/2025",,,"Verdadero","Diciembre 2025","[""Virtual""]","CURSO REALIZADO",,"Validación","UTE","False",,"17/12/2025 9:43","Gomez Pena, Laura Florencia"
"ESTIBA","ESTIBA EN CAMIONES","2025","Externo","[""EXTERNO""]","[""EXTERNO""]",,,"15/12/2025","15/12/2025","Verdadero","Diciembre 2025",,"CURSO REALIZADO","[""A. Camarri""]","EN TRINIDAD","UTE","False",,"17/12/2025 9:43","Gomez Pena, Laura Florencia"
"ESTIBA","ESTIBA EN CAMIONES","2025","Externo","[""EXTERNO ""]","[""EXTERNO""]",,,"19/12/2025","19/12/2025","Verdadero","Diciembre 2025",,"CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"26/12/2025 8:08","Gomez Pena, Laura Florencia"
"TEALTM5","Tarea en altura - Módulo Torres","2026","Proyecto TRA","[""TECNICO SYSO"",""J.CLAVIJO""]","[""J.CLAVIJO"",""G.CARDOZO""]","14/01/2026","14/01/2026","15/01/2026","16/01/2026","Verdadero","Enero 2026","[""Virtual"",""Melilla""]","CURSO PLANIFICADO","[""L. Gómez""]","curso llamado TCT","UTE","False",,"07/01/2026 4:00","Gomez Pena, Laura Florencia"
"ANDRITZ",,"2026","Proyecto TRA",,"[""M.LOPEZ"",""C.CURBELO""]",,,"13/01/2026","13/01/2026","Verdadero","Enero 2026","[""Melilla""]","CONFIRMADO INSTRUCTOR","[""L. Gómez""]","VALIDACIÓN","UTE","False",,"05/01/2026 3:23","Gomez Pena, Laura Florencia"
"INTCTMB",,"2026","Proyecto TRA",,"[""A.AMORENA"",""C.CURBELO""]",,,"26/01/2026","28/01/2026","Verdadero","Enero 2026","[""Leguizamón""]","CONFIRMADO INSTRUCTOR","[""L. Gómez""]","Validación por llamado TCT","UTE","Verdadero",,"07/01/2026 8:57","Gomez Pena, Laura Florencia"
"INTCTM1",,"2026","Proyecto TRA",,"[""A definir""]",,,"29/01/2026","30/01/2026","False","Enero 2026","[""A definir""]",,"[""L. Gómez""]","Validación por llamado TCT","UTE","False",,"05/01/2026 3:22","Gomez Pena, Laura Florencia"
"TERMOM1","Termografia Módulo 1","2026","Proyecto TRA","[""E.LUBENKO"",""M.BACH""]","[""E.LUBENKO"",""M.BACH""]","23/02/2026","24/02/2026","26/02/2026","27/02/2026","Verdadero","Febrero 2026","[""Virtual"",""Paso de los Toros""]","CURSO PLANIFICADO","[""L. Gómez""]","Para GEN
","GEN","Verdadero",,"07/01/2026 4:01","Gomez Pena, Laura Florencia"
"CSI",,"2026","Proyecto TRA",,,"19/01/2026","19/01/2026",,,"False","Enero 2026","[""Virtual""]","CURSO PLANIFICADO",,"por FORM HUM","UTE","False",,"07/01/2026 7:04","Gomez Pena, Laura Florencia"
"PAU",,"2026","Proyecto TRA",,,,,"20/01/2026","20/01/2026","False","Enero 2026","[""Leguizamón""]","CURSO PLANIFICADO",,"por FORM HUM","UTE","False",,"07/01/2026 7:05","Gomez Pena, Laura Florencia"
